"factor","tenencia","estructura","ingreso","transporte","publico","mantenimiento"
"434",1338,"prestada","nuclear",124830.72,3659.81,0,1461.91
"435",1338,"propia_pagando","nuclear",141450.81,15707.97,4063.12,4284.9
"436",1338,"rentada","nuclear",57467.4,3953.21,747.08,2419.72
"437",1005,"rentada","coresidente",85596.25,4533.96,0,1512.33
"438",1005,"prestada","nuclear",84377.16,4536.99,262.15,1310.68
"439",1005,"propia","nuclear",412062.18,32262.5,0,3427.92
"440",949,"rentada","nuclear",79738.83,8921.71,2346.13,3432.97
"441",949,"rentada","unipersonal",63320.07,5323.37,0,2903.65
"442",949,"propia","ampliado",95138.21,7748.12,0,5706.48
"443",1272,"propia","nuclear",137619.58,8425.66,0,4284.91
"444",1272,"prestada","nuclear",38598.11,4717.47,2752.46,0
"445",1272,"rentada","nuclear",69112.24,8700.91,1048.55,2419.71
"446",1272,"prestada","nuclear",62533.83,3029.68,2424.75,0
"447",1272,"rentada","unipersonal",99767.78,19959.68,5898.08,0
"448",1085,"propia","nuclear",285472.5,12553.21,0,5141.88
"449",1085,"propia","unipersonal",36487.18,2300.76,183.5,1512.33
"450",1085,"propia","ampliado",44552.69,5454.48,917.5,1814.79
"451",1085,"propia_pagando","unipersonal",90738.5,12517,8584.96,0
"452",1317,"rentada","nuclear",11138.22,609.97,458.74,0
"453",1317,"propia","ampliado",53404.6,3976.39,891.25,1814.79
"454",1317,"rentada","coresidente",162581.5,10138.65,1808.75,2722.2
"455",1317,"propia_pagando","nuclear",86659.13,5935.86,1671.1,1814.79
"456",910,"rentada","ampliado",21069.37,262.15,262.15,0
"457",910,"propia","nuclear",30346.92,1905.54,655.35,0
"458",910,"prestada","nuclear",23491.19,2227.15,563.59,0
"459",910,"prestada","nuclear",11221.33,810.61,629.13,0
"460",1033,"rentada","unipersonal",21172.2,1627.26,1022.33,0
"461",1033,"otra","ampliado",37555.69,2611.25,0,0
"462",1033,"propia","nuclear",36295.5,1974.1,1127.2,0
"463",1033,"rentada","ampliado",71662.85,5097.52,0,3024.64
"464",864,"propia","nuclear",41779.86,2131.38,1481.08,0
"465",864,"propia","unipersonal",9719.1,2298.75,786.42,0
"466",864,"propia","nuclear",45747.16,4129.69,1861.2,0
"467",1113,"propia","nuclear",18746.63,1678.69,786.42,0
"468",1113,"prestada","nuclear",16635.38,2919.81,1861.18,0
"469",1113,"rentada","nuclear",21373.84,302.47,0,0
"470",1113,"propia_pagando","nuclear",20567.42,2964.17,2359.24,0
"471",906,"propia","unipersonal",17290.85,1325.83,720.9,0
"472",906,"propia","nuclear",40658.94,1642.4,432.54,0
"473",906,"propia","nuclear",36875.07,3065.48,1985.68,0
"474",906,"propia","ampliado",26374.64,2292.68,786.4,0
"475",906,"rentada","ampliado",48091.14,3427.94,0,1915.61
"476",828,"prestada","nuclear",60413.01,5205.42,2306.79,1300.6
"477",828,"rentada","nuclear",13398.99,60.49,0,0
"478",828,"prestada","ampliado",29338.78,907.4,0,0
"479",828,"propia","ampliado",21625.92,1242.11,183.47,0
"480",828,"rentada","coresidente",94639.8,5139.87,209.7,2480.2
"481",907,"propia","nuclear",52023.22,5910.18,3263.61,0
"482",907,"rentada","nuclear",27599.48,2494.32,1284.46,0
"483",907,"rentada","unipersonal",10432.86,0,0,0
"484",907,"rentada","nuclear",31002.15,7226.37,1277.92,0
"485",907,"propia_pagando","ampliado",43151.09,3749.62,3171.91,0
"486",1022,"propia","nuclear",27221.5,2233.23,720.9,0
"487",1022,"propia","ampliado",41689.25,6650.27,4233.57,0
"488",1022,"rentada","nuclear",14439.49,2608.26,642.24,0
"489",957,"propia","nuclear",14608.88,1113.07,550.48,0
"490",957,"otra","unipersonal",56576.39,2833.1,262.14,907.4
"491",957,"propia","unipersonal",81898.81,10868.58,131.07,9073.95
"492",957,"propia","nuclear",72591.2,3831.23,0,2621.36
"493",957,"propia","nuclear",43919.91,5293.14,0,2419.72
"494",967,"propia","unipersonal",367993.5,20057.2,0,1603.07
"495",967,"propia","nuclear",81211.25,3619.49,0,1209.86
"496",967,"rentada","nuclear",298326.42,11322.28,4456.32,967.89
"497",1426,"rentada","nuclear",16322.83,8945.92,6435.46,1814.79
"498",1426,"propia","nuclear",99066.19,13334.15,5223.05,2621.36
"499",1426,"propia","unipersonal",19710.49,1953.92,1651.45,0
"500",1236,"propia","nuclear",16937.84,4345.4,458.72,2918.79
"501",1236,"rentada","ampliado",41547.96,5607.74,2280.62,0
"502",1118,"propia","nuclear",17957.12,524.28,524.28,0
"503",1118,"propia","nuclear",34994.89,2677.81,1074.74,0
"504",1118,"propia","nuclear",28044.15,235.92,235.92,0
"505",1118,"rentada","nuclear",12552.61,1467.96,1467.96,0
"506",1051,"prestada","nuclear",65704.7,2525.58,0,756.16
"507",1051,"rentada","nuclear",190146.91,8224.03,2634.47,0
"508",1051,"rentada","nuclear",170184.3,13277.14,1874.28,2419.72
"509",1051,"propia_pagando","unipersonal",86241.88,7259.17,0,5141.91
"510",1081,"litigio","nuclear",23793.69,5606.7,2385.45,1557.69
"511",1081,"litigio","nuclear",47019.2,2492.29,1887.36,0
"512",1081,"litigio","ampliado",53825.36,1988.2,445.63,604.93
"513",1081,"propia","ampliado",80843.9,4863.65,1546.62,1209.86
"514",1144,"prestada","nuclear",71884.75,8993.3,917.48,6049.3
"515",1144,"propia","nuclear",47895.7,10152.7,262.15,7410.33
"516",1144,"rentada","nuclear",20609.81,3817.15,3145.68,0
"517",1144,"prestada","nuclear",139131.9,5746.84,0,2722.19
"518",908,"rentada","nuclear",13424.23,1512.33,0,0
"519",908,"propia","nuclear",8821.8,506.14,314.58,0
"520",908,"propia","ampliado",36910.3,3024.63,524.25,1290.52
"521",1118,"propia","nuclear",38177.14,2250.32,1494.16,0
"522",1118,"prestada","ampliado",18671.91,2020.45,1415.52,0
"523",1118,"prestada","nuclear",18828.26,3593.28,2595.14,0
"524",1118,"propia","nuclear",14457.75,2439.85,1834.92,0
"525",1118,"rentada","nuclear",23451.9,1992.27,1992.27,0
"526",979,"prestada","unipersonal",17089.22,756.16,0,0
"527",979,"propia","ampliado",32754.49,23834.24,0,22019.45
"528",979,"propia","nuclear",14367.95,1211.87,0,0
"529",847,"litigio","ampliado",85996.79,7687.67,3932.05,2182.8
"530",847,"rentada","unipersonal",12098.4,844.89,91.75,0
"531",847,"propia","nuclear",30750.43,6530.21,1100.97,2449.95
"532",862,"prestada","ampliado",45631.56,4946.3,3827.18,0
"533",862,"propia","nuclear",33701.2,3363.4,943.68,0
"534",862,"propia","unipersonal",40731.49,3954.22,3198.06,0
"535",1002,"propia","nuclear",90708.05,5918.23,0,3891.71
"536",1002,"propia_pagando","nuclear",46740.35,3828.2,838.84,1779.5
"537",1002,"rentada","nuclear",62024.5,2500.38,406.31,1340.93
"538",1002,"rentada","nuclear",220281.7,15764.37,943.68,9073.85
"539",905,"prestada","unipersonal",30246.15,1568.27,963.34,0
"540",905,"prestada","unipersonal",41160.07,2240.28,576.72,0
"541",905,"propia","ampliado",42962.55,1350.02,563.61,0
"542",905,"propia","nuclear",36234.88,4544.54,157.28,3153.2
"543",905,"propia_pagando","nuclear",73850.85,4178.09,1153.44,1209.86
"544",1201,"propia","nuclear",19458.39,3996.57,3905.83,0
"545",1201,"propia","ampliado",56776.11,4181.04,2870.36,705.75
"546",1201,"propia","nuclear",10184.92,1603.06,393.2,0
"547",971,"propia","nuclear",32706.18,5748.87,3329.14,0
"548",971,"propia","ampliado",25279.75,3088.19,1572.84,0
"549",971,NA,"nuclear",14671.35,1100.99,1100.99,0
"550",971,"propia","ampliado",33911.92,5008.86,4403.93,0
"551",971,"prestada","nuclear",23452.8,4383.75,2568.96,1209.86
"552",959,"propia","nuclear",74103.2,2732.24,917.45,1209.86
"553",959,"propia","ampliado",102582.96,5931.35,209.72,4814.23
"554",959,"rentada","nuclear",61097.24,3175.87,0,1966.01
"555",989,"propia","unipersonal",33305.15,768.76,163.83,0
"556",989,"propia","ampliado",62624.61,5020.42,1723.55,241.97
"557",989,"propia_pagando","nuclear",58354.85,14431.18,8303.23,0
"558",989,"prestada","nuclear",40126.61,1799.66,983,0
"559",893,"rentada","compuesto",249070.88,21049,4816.75,3024.65
"560",893,"propia","ampliado",99711.21,10483.41,6763.09,0
"561",893,"propia","nuclear",25709.25,907.4,0,0
"562",893,"propia","nuclear",38926.97,1764.38,1310.68,0
"563",909,"propia","nuclear",141632.46,9164.67,0,2419.72
"564",909,"propia","ampliado",226634.23,10554.01,2018.45,756.16
"565",909,"prestada","ampliado",32419.58,4615.06,2234.66,0
"566",909,"propia","nuclear",169982.93,14764.34,1153.4,4536.98
"567",909,"prestada","nuclear",15183.59,3164.78,2450.96,0
"568",878,"prestada","unipersonal",76808.23,459.75,157.28,0
"569",878,"propia","nuclear",99661.45,11065.15,1507.27,6654.22
"570",878,"rentada","nuclear",204311.73,15435.78,0,9225.17
"571",878,"prestada","ampliado",53989.2,3886.67,1769.41,0
"572",878,"prestada","nuclear",148831.5,20758.96,0,4284.91
"573",907,"propia_pagando","nuclear",42465.58,7869.11,471.84,3417.84
"574",907,"propia","nuclear",81614.01,17401.83,2883.5,604.93
"575",907,"prestada","nuclear",27117.13,2417.68,1349.98,0
"576",989,"propia","nuclear",113725.85,11085.34,0,7637.24
"577",989,"prestada","nuclear",73185.85,4688.21,0,3629.58
"578",989,"propia","nuclear",111004.01,5721.62,0,3957.24
"579",982,"rentada","nuclear",10989.4,2185.76,1127.13,0
"580",982,"rentada","unipersonal",93762.6,9446.99,0,4839.44
"581",982,"rentada","nuclear",33875.52,5434.29,1966.03,2117.25
"582",920,"propia","nuclear",69476.53,1663.56,0,604.93
"583",920,"propia","ampliado",94931.39,7522.29,602.92,3024.65
"584",920,"propia","nuclear",128531.36,8012.78,0,5126.77
"585",920,"propia","nuclear",118643.68,5594.6,629.12,2999.45
"586",920,"propia","nuclear",42334.62,5686.4,4325.31,0
"587",892,"propia","unipersonal",36073.78,846.9,0,0
"588",892,"propia","nuclear",66684.92,3530.78,52.43,1814.79
"589",892,"propia_pagando","ampliado",155343.99,9305.88,2228.2,3780.81
"590",892,"propia","unipersonal",37445.05,2117.26,0,1814.79
"591",892,NA,"nuclear",25961.16,3379.53,1625.22,0
"592",887,"propia","nuclear",32212.14,3351.34,2201.97,0
"593",887,"propia","ampliado",19508.77,2171.7,1415.54,0
"594",887,"propia","unipersonal",4889.81,0,0,0
"595",887,"prestada","nuclear",18954.21,4293.01,2175.75,1482.08
"596",887,"prestada","ampliado",37045.35,6492.88,1048.52,3175.87
"597",942,"prestada","ampliado",92586.32,8228.05,3237.38,756.15
"598",942,"prestada","nuclear",90370.45,17386.58,0,8771.46
"599",942,"propia","ampliado",44915.61,4721.49,209.72,2848.21
"600",942,"propia","nuclear",157897.68,17043.88,458.74,9325.99
"601",909,"rentada","nuclear",36066.54,4318.19,3381.56,0
"602",909,"rentada","unipersonal",23254.26,2034.59,1127.19,0
"603",909,"rentada","nuclear",14444.51,1631.31,471.87,0
"604",909,"rentada","nuclear",32009.38,5508.9,367,0
"605",954,"rentada","ampliado",29807.44,943.68,943.68,0
"606",954,"propia","nuclear",39219.04,4048.02,720.9,3327.12
"607",954,"rentada","ampliado",15727.93,2117.26,0,1209.86
"608",954,"propia","ampliado",36564.44,4399.86,3250.49,0
"609",1042,"prestada","ampliado",25661.36,1507.3,1507.3,0
"610",1042,"propia","nuclear",47819.34,2663.72,1756.32,0
"611",1042,"rentada","nuclear",49916.16,3148.17,2274.04,0
"612",1042,"rentada","nuclear",33144.65,3253.49,1323.77,0
"613",1000,"propia","ampliado",64920.17,8271.41,104.85,6049.3
"614",1000,"rentada","compuesto",36043.15,3241.44,1638.37,0
"615",1000,"prestada","nuclear",46669.74,3589.26,262.14,3024.65
"616",929,"prestada","nuclear",16529.57,1336.9,1336.9,0
"617",929,"prestada","nuclear",37545.5,2146.49,629.12,0
"618",929,"prestada","nuclear",70414.93,4301.05,1887.37,907.4
"619",929,"rentada","unipersonal",15727.93,1209.87,0,0
"620",914,"propia","nuclear",115173.48,7672.54,1179.63,746.07
"621",914,"propia","nuclear",143048.9,8979.07,157.28,604.93
"622",914,"rentada","ampliado",47052.94,2577.01,1730.11,0
"623",781,"rentada","nuclear",20209.51,3115.4,0,1754.3
"624",781,"propia","ampliado",77861.68,5544.18,3971.36,0
"625",781,"prestada","nuclear",25265.6,1769.47,1769.47,0
"626",781,"propia","nuclear",26421.12,825.75,825.75,0
"627",805,"propia","nuclear",49906,6865.94,0,2722.19
"628",805,"litigio","nuclear",22481.96,4357.53,2542.74,0
"629",805,"propia_pagando","nuclear",25527.8,5633.98,4272.89,0
"630",805,"propia_pagando","nuclear",22079.62,4695.72,884.66,3629.58
"631",805,"litigio","ampliado",40318.03,4148.81,1245.15,2419.72
"632",917,"propia","nuclear",11997.67,1100.98,1100.98,0
"633",917,"rentada","nuclear",7077.58,438.05,347.31,0
"634",917,"propia","nuclear",23880.28,3701.17,2188.84,0
"635",917,"propia","nuclear",141422,17207.23,1690.79,10586.26
"636",938,"rentada","ampliado",55224.19,8150.36,1546.55,1613.14
"637",938,"propia","unipersonal",30750.35,4891.88,3984.48,0
"638",938,"propia","nuclear",21372.98,3956.26,2359.24,0
"639",938,"propia","nuclear",50324.51,4296.06,1271.4,604.93
"640",938,"rentada","nuclear",52073.54,6621.96,996.1,3024.65
"641",884,"propia","nuclear",266759.99,21172.55,0,9073.95
"642",884,"propia","nuclear",31196.27,907.4,0,0
"643",884,"propia","ampliado",45016.45,6402.17,0,3024.65
"644",884,"prestada","nuclear",45197.85,10145.65,1979.1,0
"645",878,"rentada","nuclear",33724.36,2591.11,1638.35,0
"646",878,"prestada","nuclear",113684.9,13493.45,1566.26,7460.79
"647",878,"rentada","nuclear",55809.18,1101,1101,0
"648",878,"propia_pagando","ampliado",43961.77,3238.44,2935.97,0
"649",871,"propia","ampliado",16426.69,2949.06,2162.65,0
"650",871,"prestada","ampliado",19660,0,0,0
"651",871,"propia","nuclear",47675.82,4007.69,2752.45,0
"652",871,"propia","nuclear",31405.67,2409.59,1048.5,0
"653",871,"rentada","nuclear",13977.69,1730.09,943.68,0
"654",1040,"propia","nuclear",69489.4,3375.51,3224.28,0
"655",1040,"propia","nuclear",28246.9,2849.23,550.5,604.93
"656",1040,"propia","nuclear",21806.49,0,0,0
"657",1040,"propia","unipersonal",24030.51,1494.22,1494.22,0
"658",908,"rentada","unipersonal",12622.75,644.25,39.32,0
"659",908,"propia","ampliado",28792.21,1768.42,1677.68,0
"660",908,"propia","nuclear",17845.24,1666.59,1061.66,0
"661",908,"propia","ampliado",60525.56,3626.55,2477.18,0
"662",826,"rentada","ampliado",27743.14,2751.95,1100.99,0
"663",826,"rentada","ampliado",15213.74,754.16,209.72,0
"664",826,"prestada","nuclear",19688.21,1882.34,1035.44,0
"665",826,"prestada","nuclear",24928.86,2000.84,1395.91,0
"666",826,"propia","ampliado",55753.59,5007.82,2346.12,0
"667",837,"prestada","nuclear",72325.47,24922.8,524.28,1814.79
"668",837,"propia","nuclear",19855.72,1966.03,0,604.93
"669",837,"propia","nuclear",72938.48,1119.12,0,0
"670",837,"rentada","nuclear",11359.48,821.21,609.48,0
"671",837,"rentada","nuclear",6144.98,1843.04,1625.26,0
"672",975,"prestada","ampliado",16332.89,3291.85,2686.92,0
"673",975,"prestada","nuclear",77196.97,7583.81,1428.65,3711.25
"674",975,"propia","ampliado",39393.51,6706.67,3984.48,0
"675",975,"propia","nuclear",37286.39,5481.69,445.64,2797.81
"676",975,NA,"nuclear",8517.3,1111.07,445.65,0
"677",975,"prestada","nuclear",45950.89,5410.08,2385.43,1814.79
"678",878,"propia","nuclear",30567.75,1278.43,733.99,0
"679",878,"propia","unipersonal",12685.3,1110.05,157.28,0
"680",878,"propia","nuclear",227364.85,15560.78,2333,8267.37
"681",878,"propia","ampliado",57334.52,11569.25,2450.99,5186.23
"682",1015,"prestada","nuclear",24806.87,314.56,314.56,0
"683",1015,"propia","ampliado",47436.09,9658.65,1415.53,1935.78
"684",1015,"propia","nuclear",32807,1966.02,0,1209.86
"685",1015,"propia","nuclear",47688.13,2873.42,0,1209.86
"686",871,"propia","ampliado",40151.66,2933.91,1572.81,0
"687",871,"propia","nuclear",83762.55,5645,2922.81,2722.19
"688",871,"propia","nuclear",36926.49,1537.53,1428.64,0
"689",871,"propia","nuclear",50475.83,5677.22,2909.68,1361.08
"690",871,"prestada","nuclear",11229.39,1149.36,393.2,0
"691",1187,"propia","ampliado",38321.78,8292.57,5963.58,0
"692",1187,"prestada","nuclear",16379.3,2413.68,1808.75,0
"693",1187,"propia","nuclear",57467.5,10400.76,3565.05,5141.9
"694",1187,"prestada","unipersonal",9937.97,0,0,0
"695",1071,"propia","nuclear",38815.8,12181.13,838.84,1209.86
"696",1071,"prestada","nuclear",49442.43,7299.45,0,6150.08
"697",1071,"rentada","unipersonal",13414.21,196.6,196.6,0
"698",1002,"propia_pagando","nuclear",17063.96,1348.94,1258.2,0
"699",1002,"rentada","ampliado",30760.34,5982.74,4561.16,0
"700",1002,"propia_pagando","nuclear",22777.37,3646.7,2739.3,0
"701",1002,"rentada","nuclear",27221.4,1572.84,1572.84,0
"702",1002,"propia","nuclear",28073.47,3807.02,1913.58,0
"703",1028,"propia","ampliado",121876.46,8261.35,3774.78,2671.77
"704",1028,"prestada","ampliado",41089.27,4846.49,904.36,2066.84
"705",1028,"propia","nuclear",322372.1,44396.31,2228.18,6679.44
"706",1028,"propia","nuclear",14518.13,1945.85,1441.74,0
"707",1372,"rentada","nuclear",19433.07,2308.81,1703.88,0
"708",1372,"propia","ampliado",17281.78,2963.16,694.67,0
"709",1372,"prestada","nuclear",18904.86,1758.34,1153.41,0
"710",1372,"prestada","nuclear",34815.28,1100.96,1100.96,0
"711",73,"propia","nuclear",27977.63,3575.66,3152.21,0
"712",73,"propia","nuclear",21817.55,3669.94,3669.94,0
"713",73,"propia","ampliado",37731.97,4825.36,2909.75,1310.68
"714",73,"prestada","nuclear",35729.75,3738.5,2831.1,0
"715",73,"propia_pagando","nuclear",19841.45,3669.95,3669.95,0
"716",73,"propia","nuclear",10092.22,1090.36,727.4,0
"717",73,"propia","nuclear",27599.57,12093.57,4521.88,5938.38
"718",73,"propia","nuclear",21666.33,1465.94,1284.46,0
"719",73,"propia","ampliado",22777.36,5921.7,4711.84,0
"720",73,"propia","ampliado",70508.84,12065.22,1756.32,1537.54
"721",992,"prestada","ampliado",24383.43,747.11,747.11,0
"722",992,"prestada","nuclear",26465.4,11792.13,1769.47,9210.04
"723",992,"prestada","ampliado",87269.97,2518.53,1913.6,0
"724",992,"rentada","unipersonal",24952.95,2099.11,1494.18,0
"725",1046,"propia","nuclear",337345.01,16327.97,1966.02,3932.06
"726",1046,"prestada","ampliado",222883.91,12123.81,720.9,6049.3
"727",1111,"propia","ampliado",60177.09,9584.14,4744.7,0
"728",1111,"propia","nuclear",31758.45,4234.51,0,3024.65
"729",1111,"propia","nuclear",42933.76,1568.77,419.4,604.93
"730",1111,"propia","nuclear",28875.14,3072.55,425.98,1663.56
"731",930,"prestada","nuclear",18770.78,222.82,222.82,0
"732",930,"rentada","nuclear",15728.98,254.57,0,42.85
"733",930,"propia","ampliado",59354.86,12706.15,6887.72,1387.31
"734",930,"propia","nuclear",19850.52,3327.13,3145.65,0
"735",1061,"propia","nuclear",18714.42,3268.66,1756.33,0
"736",1061,"propia","ampliado",88389.23,5958.01,1723.5,0
"737",1061,"propia","nuclear",32055.92,3244.46,1913.62,0
"738",1061,"propia","nuclear",22898.36,13643.21,2149.53,0
"739",997,"propia","nuclear",70876.88,13392.09,1848.07,7007.09
"740",997,"prestada","ampliado",71717.48,6287.27,2621.4,2470.12
"741",997,"otra","ampliado",22922.5,4065.13,3460.2,0
"742",997,"propia","nuclear",24570.01,1236.05,419.4,0
"743",997,"prestada","ampliado",126464.06,6298.32,0,3513.63
"744",1149,"propia","ampliado",80056.6,19314.41,8047.57,5066.3
"745",1149,"prestada","nuclear",51418.39,5097.59,1468,1512.33
"746",1149,"propia","ampliado",67907.47,8999.36,1992.25,3075.06
"747",1149,"propia","nuclear",47118.52,5692.4,4482.54,0
"748",2390,"propia","nuclear",192627.08,16685.98,262.14,13338.7
"749",2390,"rentada","nuclear",11410.32,1832.96,1651.48,0
"750",2390,"propia","nuclear",12668.12,1234.05,0,399.25
"751",942,"propia","nuclear",25709.25,4940.26,0,3276.7
"752",942,"prestada","ampliado",31639.95,2678.86,1559.75,0
"753",1149,"prestada","nuclear",16231.64,1992.74,858.5,0
"754",1149,"propia","nuclear",25043.87,7492.59,1939.84,1635.82
"755",1149,"propia","ampliado",21741.88,2759.51,1428.65,0
"756",1149,"rentada","ampliado",14644.11,2412.67,1127.2,0
"757",1089,"prestada","nuclear",14342.69,734,734,0
"758",1089,"propia","nuclear",17985.35,5583.5,3486.42,0
"759",1089,"propia","nuclear",14942.64,1301.61,681.56,0
"760",1089,NA,"nuclear",20678.2,4801.18,3591.32,0
"761",1089,NA,"nuclear",18139.11,1557.69,0,0
"762",1089,"propia","nuclear",29338.64,3395.18,1081.32,0
"763",1047,"propia_pagando","nuclear",266165.42,5293.15,0,2722.19
"764",1047,"propia","nuclear",62458.23,9360.28,1546.61,4940.24
"765",1047,"propia","ampliado",37807.68,5737.26,897.82,3629.58
"766",1047,"propia","ampliado",90738.4,5926.32,734,2117.26
"767",1059,"rentada","ampliado",34782.98,3050.87,1992.24,0
"768",1059,"prestada","nuclear",45288.55,6271.1,2490.28,2722.19
"769",1059,"propia","nuclear",47254.72,4940.27,0,2117.26
"770",1059,"rentada","nuclear",19115.67,529.31,0,0
"771",1059,"rentada","nuclear",165244.02,9261.5,1336.92,4839.44
"772",757,"rentada","unipersonal",12612.75,0,0,0
"773",757,"rentada","nuclear",31138.62,6190.48,3014.59,0
"774",757,"rentada","nuclear",33270.6,907.4,0,0
"775",757,"rentada","compuesto",116880.72,5444.28,0,0
"776",888,"rentada","unipersonal",31274.5,3539.86,1271.37,0
"777",888,"rentada","unipersonal",6981.82,65.53,65.53,0
"778",888,"propia_pagando","nuclear",17246.36,589.8,196.6,0
"779",888,"rentada","nuclear",112006.33,34770.83,0,0
"780",888,"rentada","nuclear",22674.45,262.14,262.14,0
"781",1155,"rentada","unipersonal",106607.37,2923.82,1834.95,0
"782",1155,NA,"unipersonal",111259.92,21784.28,2477.2,2671.75
"783",1155,"rentada","nuclear",69112.23,13046.32,0,7864.09
"784",1155,"propia","ampliado",101576.65,6125.92,681.54,1512.33
"785",725,"propia","nuclear",27347.68,3895.77,2201.97,0
"786",725,"propia","ampliado",87401.09,8620.28,1966.06,2117.24
"787",725,"propia","ampliado",51015.07,7347.88,812.65,4632.72
"788",951,"propia","nuclear",628489.66,17644.77,0,10787.89
"789",951,"rentada","unipersonal",126919.86,20164.18,0,6049.31
"790",951,"propia","ampliado",385132.36,8075.82,0,6049.3
"791",929,"propia","ampliado",41336.3,4930.21,2359.25,0
"792",929,"propia_pagando","nuclear",85554.1,17732.51,1520.41,13489.91
"793",1079,"propia","ampliado",53374.45,1431.68,524.28,0
"794",1079,"propia","nuclear",42147.97,4264.8,786.44,1814.8
"795",1079,"propia","nuclear",10928.94,0,0,0
"796",1079,"rentada","nuclear",6602.71,941.68,760.2,0
"797",919,"rentada","ampliado",17572.99,1291.04,897.83,0
"798",919,"litigio","nuclear",19155.91,867.07,262.14,0
"799",919,"propia","ampliado",22543.43,599.9,0,0
"800",999,"propia","ampliado",29479.87,9099.16,458.75,5444.37
"801",999,"propia","nuclear",34027,5079.41,707.77,2178.76
"802",999,"propia","unipersonal",15264.28,741.04,196.6,0
"803",999,"propia","unipersonal",22725.02,801.53,196.6,0
"804",999,"prestada","nuclear",68895.68,4353.48,471.87,2974.21
"805",915,"propia","unipersonal",23603.22,680.55,0,0
"806",915,"rentada","unipersonal",19917.01,3054.91,0,1512.33
"807",915,"propia","unipersonal",10340.31,0,0,0
"808",915,"propia","ampliado",48996.81,5556.27,0,983.02
"809",883,"propia","nuclear",75565.09,2580.03,825.73,1048.55
"810",883,"propia","ampliado",41437.27,3566.07,904.38,907.39
"811",883,"propia","nuclear",96787.6,5828.51,786.42,2419.72
"812",883,"propia","ampliado",118746.2,8119.21,3158.78,2419.72
"813",880,"propia","ampliado",31500.32,1330.86,786.42,0
"814",880,"propia","nuclear",37739.67,2034.07,0,0
"815",880,"propia","nuclear",52995.71,4579.33,3067,0
"816",880,"propia","nuclear",236064.17,13898.31,6160.25,4410.94
"817",911,"propia","nuclear",52877.68,8239.14,0,3478.34
"818",911,"propia","nuclear",104655.92,10143.68,0,7976.01
"819",911,"propia","ampliado",96304.1,7722.91,917.45,3175.88
"820",911,"propia","nuclear",165279.91,6271.11,0,3155.71
"821",911,"propia_pagando","nuclear",245064.19,8246.17,0,4627.69
"822",819,"propia","nuclear",45369.25,5141.91,0,2419.72
"823",819,"prestada","ampliado",19458.34,1776.48,1232.04,0
"824",819,"propia","unipersonal",68699.27,5444.37,0,3024.65
"825",819,"propia","ampliado",136374.95,4044.96,2215.05,0
"826",819,"prestada","nuclear",77813.16,9164.65,0,5192.3
"827",986,"rentada","nuclear",40973.29,5192.33,4194.19,0
"828",986,"propia","nuclear",31607.15,536.37,445.63,0
"829",986,NA,"nuclear",11803.07,1113.09,1022.35,0
"830",986,"propia","nuclear",86615.67,10138.62,157.28,4536.98
"831",986,"propia","nuclear",66193.66,4758.8,524.28,3024.65
"832",986,"rentada","nuclear",50599.66,3546.91,2621.36,0
"833",1089,"propia","nuclear",19405.97,3593.28,0,1209.86
"834",1089,"prestada","nuclear",44509.16,7183.56,2949.05,604.93
"835",1089,"propia","ampliado",20990.77,3027.65,3027.65,0
"836",1089,"prestada","nuclear",8505.25,1875.31,1572.84,0
"837",1089,"prestada","nuclear",16294.76,1140.29,1140.29,0
"838",833,"propia","ampliado",98295.85,11915.1,471.85,6503
"839",833,"propia","nuclear",146281.98,8818.94,4587.45,0
"840",833,"otra","nuclear",123706.57,8763.43,2988.38,1935.78
"841",833,"propia","nuclear",39572,4234.52,0,2722.19
"842",833,"propia","nuclear",102836.6,5638.47,950.25,2722.19
"843",1028,"propia","nuclear",105861.5,14367.09,0,7259.16
"844",1028,"propia","nuclear",202286.01,8922.72,0,3629.58
"845",1028,"propia","nuclear",357912,34480.82,0,11191.21
"846",1028,"propia","nuclear",183170.86,33388.78,0,6049.3
"847",1252,"propia","nuclear",39839.1,6664.31,4456.31,0
"848",1252,"prestada","ampliado",14170.34,2634.53,2634.53,0
"849",1252,"propia_pagando","nuclear",21692.53,3248.46,1887.37,756.16
"850",1252,"rentada","nuclear",27977.61,1808.69,1808.69,0
"851",1252,"propia","ampliado",31894.53,3094.12,2398.45,0
"852",1024,"propia","nuclear",23748.43,302.47,0,0
"853",1024,"rentada","nuclear",12400.9,1784.53,393.19,0
"854",1024,"propia","nuclear",70876.54,47496.48,3145.62,4536.98
"855",938,"propia","nuclear",50989.82,3998.59,1730.1,907.4
"856",938,"propia","nuclear",28733.8,3024.65,0,1814.79
"857",938,"prestada","nuclear",27034.01,4006.66,891.27,1814.79
"858",938,"prestada","nuclear",37681.53,1705.93,1101,0
"859",938,"propia","unipersonal",40832.3,6049.3,0,3024.65
"860",812,"propia","nuclear",18020.62,2483.26,1848.08,0
"861",812,"prestada","compuesto",21829.59,2976.28,2673.81,0
"862",812,"rentada","nuclear",20462.74,0,0,0
"863",812,"litigio","ampliado",17220.15,1173.54,629.1,0
"864",945,"propia","nuclear",28370.85,2087.01,0,1209.86
"865",945,"rentada","nuclear",23754.75,1164.48,0,0
"866",945,"rentada","nuclear",13622.29,54.44,0,0
"867",945,"propia","ampliado",34406.2,1548.63,943.7,0
